[DEBUG] [2024-09-07 17:21:38,514]: RAW message sent: bytearray(b'$M<\x00\x01\x01')
[DEBUG] [2024-09-08 14:26:15,852]: State: 8 - byte received (at 1725769575.8499212): 53
[DEBUG] [2024-09-08 14:26:15,853]: State: 8 - byte received (at 1725769575.8499212): 32
[DEBUG] [2024-09-08 14:26:15,853]: State: 8 - byte received (at 1725769575.8499212): 50
[DEBUG] [2024-09-08 14:26:15,853]: State: 8 - byte received (at 1725769575.8499212): 48
[DEBUG] [2024-09-08 14:26:15,854]: State: 8 - byte received (at 1725769575.8499212): 49
[DEBUG] [2024-09-08 14:26:15,854]: State: 8 - byte received (at 1725769575.8499212): 57
[DEBUG] [2024-09-08 14:26:15,854]: State: 8 - byte received (at 1725769575.8499212): 49
[DEBUG] [2024-09-08 14:26:15,854]: State: 8 - byte received (at 1725769575.8499212): 50
[DEBUG] [2024-09-08 14:26:15,855]: State: 8 - byte received (at 1725769575.8499212): 58
[DEBUG] [2024-09-08 14:26:15,855]: State: 8 - byte received (at 1725769575.8499212): 52
[DEBUG] [2024-09-08 14:26:15,855]: State: 8 - byte received (at 1725769575.8499212): 50
[DEBUG] [2024-09-08 14:26:15,855]: State: 8 - byte received (at 1725769575.8499212): 58
[DEBUG] [2024-09-08 14:26:15,855]: State: 8 - byte received (at 1725769575.8499212): 51
[DEBUG] [2024-09-08 14:26:15,856]: State: 8 - byte received (at 1725769575.8499212): 52
[DEBUG] [2024-09-08 14:26:15,856]: State: 8 - byte received (at 1725769575.8499212): 49
[DEBUG] [2024-09-08 14:26:15,856]: State: 8 - byte received (at 1725769575.8499212): 101
[DEBUG] [2024-09-08 14:26:15,856]: State: 8 - byte received (at 1725769575.8499212): 53
[DEBUG] [2024-09-08 14:26:15,857]: State: 8 - byte received (at 1725769575.8499212): 101
[DEBUG] [2024-09-08 14:26:15,857]: State: 8 - byte received (at 1725769575.8499212): 51
[DEBUG] [2024-09-08 14:26:15,857]: State: 8 - byte received (at 1725769575.8499212): 100
[DEBUG] [2024-09-08 14:26:15,857]: State: 8 - byte received (at 1725769575.8499212): 51
[DEBUG] [2024-09-08 14:26:15,858]: State: 9 - byte received (at 1725769575.8499212): 36
[DEBUG] [2024-09-08 14:26:15,858]: Message received (length 26) - Code 5
[DEBUG] [2024-09-08 14:26:15,858]: RAW message sent: bytearray(b'$M<\x00\x04\x04')
[DEBUG] [2024-09-08 14:26:15,869]: State: 0 - byte received (at 1725769575.8697383): 36
[DEBUG] [2024-09-08 14:26:15,870]: State: 1 - byte received (at 1725769575.8697383): 77
[DEBUG] [2024-09-08 14:26:15,870]: State: 2 - byte received (at 1725769575.8697383): 62
[DEBUG] [2024-09-08 14:26:15,870]: State: 3 - byte received (at 1725769575.8697383): 67
[DEBUG] [2024-09-08 14:26:15,870]: State: 4 - byte received (at 1725769575.8697383): 4
[DEBUG] [2024-09-08 14:26:15,873]: State: 7 - byte received (at 1725769575.8697383): 79
[DEBUG] [2024-09-08 14:26:15,873]: State: 8 - byte received (at 1725769575.8697383): 66
[DEBUG] [2024-09-08 14:26:15,874]: State: 8 - byte received (at 1725769575.8697383): 83
[DEBUG] [2024-09-08 14:26:15,874]: State: 8 - byte received (at 1725769575.8697383): 68
[DEBUG] [2024-09-08 14:26:15,874]: State: 8 - byte received (at 1725769575.8697383): 0
[DEBUG] [2024-09-08 14:26:15,875]: State: 8 - byte received (at 1725769575.8697383): 0
[DEBUG] [2024-09-08 14:26:15,875]: State: 8 - byte received (at 1725769575.8697383): 2
[DEBUG] [2024-09-08 14:26:15,875]: State: 8 - byte received (at 1725769575.8697383): 3
[DEBUG] [2024-09-08 14:26:15,875]: State: 8 - byte received (at 1725769575.8697383): 11
[DEBUG] [2024-09-08 14:26:15,876]: State: 8 - byte received (at 1725769575.8697383): 79
[DEBUG] [2024-09-08 14:26:15,876]: State: 8 - byte received (at 1725769575.8697383): 77
[DEBUG] [2024-09-08 14:26:15,876]: State: 8 - byte received (at 1725769575.8697383): 78
[DEBUG] [2024-09-08 14:26:15,876]: State: 8 - byte received (at 1725769575.8697383): 73
[DEBUG] [2024-09-08 14:26:15,877]: State: 8 - byte received (at 1725769575.8697383): 66
[DEBUG] [2024-09-08 14:26:15,877]: State: 8 - byte received (at 1725769575.8697383): 85
[DEBUG] [2024-09-08 14:26:15,877]: State: 8 - byte received (at 1725769575.8697383): 83
[DEBUG] [2024-09-08 14:26:15,878]: State: 8 - byte received (at 1725769575.8697383): 70
[DEBUG] [2024-09-08 14:26:15,878]: State: 8 - byte received (at 1725769575.8697383): 52
[DEBUG] [2024-09-08 14:26:15,878]: State: 8 - byte received (at 1725769575.8697383): 83
[DEBUG] [2024-09-08 14:26:15,879]: State: 8 - byte received (at 1725769575.8697383): 68
[DEBUG] [2024-09-08 14:26:15,879]: State: 8 - byte received (at 1725769575.8697383): 11
[DEBUG] [2024-09-08 14:26:15,880]: State: 8 - byte received (at 1725769575.8697383): 79
[DEBUG] [2024-09-08 14:26:15,880]: State: 8 - byte received (at 1725769575.8697383): 77
[DEBUG] [2024-09-08 14:26:15,880]: State: 8 - byte received (at 1725769575.8697383): 78
[DEBUG] [2024-09-08 14:26:15,881]: State: 8 - byte received (at 1725769575.8697383): 73
[DEBUG] [2024-09-08 14:26:15,881]: State: 8 - byte received (at 1725769575.8697383): 66
[DEBUG] [2024-09-08 14:26:15,881]: State: 8 - byte received (at 1725769575.8697383): 85
[DEBUG] [2024-09-08 14:26:15,881]: State: 8 - byte received (at 1725769575.8697383): 83
[DEBUG] [2024-09-08 14:26:15,882]: State: 8 - byte received (at 1725769575.8697383): 70
[DEBUG] [2024-09-08 14:26:15,882]: State: 8 - byte received (at 1725769575.8697383): 52
[DEBUG] [2024-09-08 14:26:15,882]: State: 8 - byte received (at 1725769575.8697383): 83
[DEBUG] [2024-09-08 14:26:15,882]: State: 8 - byte received (at 1725769575.8697383): 68
[DEBUG] [2024-09-08 14:26:15,882]: State: 8 - byte received (at 1725769575.8697383): 0
[DEBUG] [2024-09-08 14:26:15,883]: State: 8 - byte received (at 1725769575.8697383): 0
[DEBUG] [2024-09-08 14:26:15,883]: State: 8 - byte received (at 1725769575.8697383): 0
[DEBUG] [2024-09-08 14:26:15,883]: State: 8 - byte received (at 1725769575.8697383): 0
[DEBUG] [2024-09-08 14:26:15,883]: State: 8 - byte received (at 1725769575.8697383): 0
[DEBUG] [2024-09-08 14:26:15,884]: State: 8 - byte received (at 1725769575.8697383): 0
[DEBUG] [2024-09-08 14:26:15,884]: State: 8 - byte received (at 1725769575.8697383): 0
[DEBUG] [2024-09-08 14:26:15,884]: State: 8 - byte received (at 1725769575.8697383): 0
[DEBUG] [2024-09-08 14:26:15,885]: State: 8 - byte received (at 1725769575.8697383): 0
[DEBUG] [2024-09-08 14:26:15,885]: State: 8 - byte received (at 1725769575.8697383): 0
[DEBUG] [2024-09-08 14:26:15,885]: State: 8 - byte received (at 1725769575.8697383): 0
[DEBUG] [2024-09-08 14:26:15,886]: State: 8 - byte received (at 1725769575.8697383): 0
[DEBUG] [2024-09-08 14:26:15,886]: State: 8 - byte received (at 1725769575.8697383): 0
[DEBUG] [2024-09-08 14:26:15,887]: State: 8 - byte received (at 1725769575.8697383): 0
[DEBUG] [2024-09-08 14:26:15,887]: State: 8 - byte received (at 1725769575.8697383): 0
[DEBUG] [2024-09-08 14:26:15,887]: State: 8 - byte received (at 1725769575.8697383): 0
[DEBUG] [2024-09-08 14:26:15,887]: State: 8 - byte received (at 1725769575.8697383): 0
[DEBUG] [2024-09-08 14:26:15,888]: State: 8 - byte received (at 1725769575.8697383): 0
[DEBUG] [2024-09-08 14:26:15,888]: State: 8 - byte received (at 1725769575.8697383): 0
[DEBUG] [2024-09-08 14:26:15,888]: State: 8 - byte received (at 1725769575.8697383): 0
[DEBUG] [2024-09-08 14:26:15,888]: State: 8 - byte received (at 1725769575.8697383): 0
[DEBUG] [2024-09-08 14:26:15,889]: State: 8 - byte received (at 1725769575.8697383): 0
[DEBUG] [2024-09-08 14:26:15,889]: State: 8 - byte received (at 1725769575.8697383): 0
[DEBUG] [2024-09-08 14:26:15,889]: State: 8 - byte received (at 1725769575.8697383): 0
[DEBUG] [2024-09-08 14:26:15,890]: State: 8 - byte received (at 1725769575.8697383): 0
[DEBUG] [2024-09-08 14:26:15,890]: State: 8 - byte received (at 1725769575.8697383): 0
[DEBUG] [2024-09-08 14:26:15,890]: State: 8 - byte received (at 1725769575.8697383): 0
[DEBUG] [2024-09-08 14:26:15,891]: State: 8 - byte received (at 1725769575.8697383): 0
[DEBUG] [2024-09-08 14:26:15,891]: State: 8 - byte received (at 1725769575.8697383): 0
[DEBUG] [2024-09-08 14:26:15,891]: State: 8 - byte received (at 1725769575.8697383): 0
[DEBUG] [2024-09-08 14:26:15,892]: State: 8 - byte received (at 1725769575.8697383): 0
[DEBUG] [2024-09-08 14:26:15,892]: State: 8 - byte received (at 1725769575.8697383): 0
[DEBUG] [2024-09-08 14:26:15,892]: State: 8 - byte received (at 1725769575.8697383): 0
[DEBUG] [2024-09-08 14:26:15,892]: State: 8 - byte received (at 1725769575.8697383): 3
[DEBUG] [2024-09-08 14:26:15,893]: State: 8 - byte received (at 1725769575.8697383): 2
[DEBUG] [2024-09-08 14:26:15,893]: State: 9 - byte received (at 1725769575.8697383): 93
[DEBUG] [2024-09-08 14:26:15,893]: Message received (length 67) - Code 4
[DEBUG] [2024-09-08 14:26:15,894]: RAW message sent: bytearray(b'$M<\x00\xa0\xa0')
[DEBUG] [2024-09-08 14:26:15,908]: State: 0 - byte received (at 1725769575.9087727): 36
[DEBUG] [2024-09-08 14:26:15,909]: State: 1 - byte received (at 1725769575.9087727): 77
[DEBUG] [2024-09-08 14:26:15,909]: State: 2 - byte received (at 1725769575.9087727): 62
[DEBUG] [2024-09-08 14:26:15,909]: State: 3 - byte received (at 1725769575.9087727): 12
[DEBUG] [2024-09-08 14:26:15,910]: State: 4 - byte received (at 1725769575.9087727): 160
[DEBUG] [2024-09-08 14:26:15,910]: State: 7 - byte received (at 1725769575.9087727): 49
[DEBUG] [2024-09-08 14:26:15,910]: State: 8 - byte received (at 1725769575.9087727): 0
[DEBUG] [2024-09-08 14:26:15,910]: State: 8 - byte received (at 1725769575.9087727): 26
[DEBUG] [2024-09-08 14:26:15,911]: State: 8 - byte received (at 1725769575.9087727): 0
[DEBUG] [2024-09-08 14:26:15,911]: State: 8 - byte received (at 1725769575.9087727): 8
[DEBUG] [2024-09-08 14:26:15,911]: State: 8 - byte received (at 1725769575.9087727): 71
[DEBUG] [2024-09-08 14:26:15,911]: State: 8 - byte received (at 1725769575.9087727): 50
[DEBUG] [2024-09-08 14:26:15,912]: State: 8 - byte received (at 1725769575.9087727): 50
[DEBUG] [2024-09-08 14:26:15,912]: State: 8 - byte received (at 1725769575.9087727): 56
[DEBUG] [2024-09-08 14:26:15,912]: State: 8 - byte received (at 1725769575.9087727): 54
[DEBUG] [2024-09-08 14:26:15,913]: State: 8 - byte received (at 1725769575.9087727): 53
[DEBUG] [2024-09-08 14:26:15,913]: State: 8 - byte received (at 1725769575.9087727): 51
[DEBUG] [2024-09-08 14:26:15,913]: State: 9 - byte received (at 1725769575.9087727): 192
[DEBUG] [2024-09-08 14:26:15,914]: Message received (length 12) - Code 160
[DEBUG] [2024-09-08 14:26:15,914]: RAW message sent: bytearray(b'$M<\x00\xf0\xf0')
[DEBUG] [2024-09-08 14:26:15,928]: State: 0 - byte received (at 1725769575.9280546): 36
[DEBUG] [2024-09-08 14:26:15,928]: State: 1 - byte received (at 1725769575.9280546): 77
[DEBUG] [2024-09-08 14:26:15,928]: State: 2 - byte received (at 1725769575.9280546): 62
[DEBUG] [2024-09-08 14:26:15,929]: State: 3 - byte received (at 1725769575.9280546): 4
[DEBUG] [2024-09-08 14:26:15,929]: State: 4 - byte received (at 1725769575.9280546): 240
[DEBUG] [2024-09-08 14:26:15,929]: State: 7 - byte received (at 1725769575.9280546): 0
[DEBUG] [2024-09-08 14:26:15,930]: State: 8 - byte received (at 1725769575.9280546): 0
[DEBUG] [2024-09-08 14:26:15,930]: State: 8 - byte received (at 1725769575.9280546): 0
[DEBUG] [2024-09-08 14:26:15,930]: State: 8 - byte received (at 1725769575.9280546): 0
[DEBUG] [2024-09-08 14:26:15,930]: State: 9 - byte received (at 1725769575.9280546): 244
[DEBUG] [2024-09-08 14:26:15,930]: Message received (length 4) - Code 240
[DEBUG] [2024-09-08 14:26:15,931]: RAW message sent: bytearray(b'$M<\x00\n\n')
[DEBUG] [2024-09-08 14:26:15,937]: State: 0 - byte received (at 1725769575.9377284): 36
[DEBUG] [2024-09-08 14:26:15,938]: State: 1 - byte received (at 1725769575.9377284): 77
[DEBUG] [2024-09-08 14:26:15,938]: State: 2 - byte received (at 1725769575.9377284): 62
[DEBUG] [2024-09-08 14:26:15,938]: State: 3 - byte received (at 1725769575.9377284): 0
[DEBUG] [2024-09-08 14:26:15,939]: State: 4 - byte received (at 1725769575.9377284): 10
[DEBUG] [2024-09-08 14:26:15,939]: State: 9 - byte received (at 1725769575.9377284): 10
[DEBUG] [2024-09-08 14:26:15,939]: Message received (length 0) - Code 10
[DEBUG] [2024-09-08 14:26:15,940]: RAW message sent: bytearray(b'$M<\x00ee')
[DEBUG] [2024-09-08 14:26:15,949]: State: 0 - byte received (at 1725769575.9497178): 36
[DEBUG] [2024-09-08 14:26:15,950]: State: 1 - byte received (at 1725769575.9497178): 77
[DEBUG] [2024-09-08 14:26:15,950]: State: 2 - byte received (at 1725769575.9497178): 62
[DEBUG] [2024-09-08 14:26:15,950]: State: 3 - byte received (at 1725769575.9497178): 22
[DEBUG] [2024-09-08 14:26:15,951]: State: 4 - byte received (at 1725769575.9497178): 101
[DEBUG] [2024-09-08 14:26:15,951]: State: 7 - byte received (at 1725769575.9497178): 127
[DEBUG] [2024-09-08 14:26:15,951]: State: 8 - byte received (at 1725769575.9497178): 0
[DEBUG] [2024-09-08 14:26:15,952]: State: 8 - byte received (at 1725769575.9497178): 0
[DEBUG] [2024-09-08 14:26:15,952]: State: 8 - byte received (at 1725769575.9497178): 0
[DEBUG] [2024-09-08 14:26:15,952]: State: 8 - byte received (at 1725769575.9497178): 35
[DEBUG] [2024-09-08 14:26:15,952]: State: 8 - byte received (at 1725769575.9497178): 0
[DEBUG] [2024-09-08 14:26:15,953]: State: 8 - byte received (at 1725769575.9497178): 0
[DEBUG] [2024-09-08 14:26:15,953]: State: 8 - byte received (at 1725769575.9497178): 0
[DEBUG] [2024-09-08 14:26:15,953]: State: 8 - byte received (at 1725769575.9497178): 0
[DEBUG] [2024-09-08 14:26:15,954]: State: 8 - byte received (at 1725769575.9497178): 0
[DEBUG] [2024-09-08 14:26:15,954]: State: 8 - byte received (at 1725769575.9497178): 0
[DEBUG] [2024-09-08 14:26:15,954]: State: 8 - byte received (at 1725769575.9497178): 10
[DEBUG] [2024-09-08 14:26:15,955]: State: 8 - byte received (at 1725769575.9497178): 0
[DEBUG] [2024-09-08 14:26:15,955]: State: 8 - byte received (at 1725769575.9497178): 0
[DEBUG] [2024-09-08 14:26:15,955]: State: 8 - byte received (at 1725769575.9497178): 0
[DEBUG] [2024-09-08 14:26:15,956]: State: 8 - byte received (at 1725769575.9497178): 0
[DEBUG] [2024-09-08 14:26:15,956]: State: 8 - byte received (at 1725769575.9497178): 24
[DEBUG] [2024-09-08 14:26:15,956]: State: 8 - byte received (at 1725769575.9497178): 4
[DEBUG] [2024-09-08 14:26:15,957]: State: 8 - byte received (at 1725769575.9497178): 1
[DEBUG] [2024-09-08 14:26:15,957]: State: 8 - byte received (at 1725769575.9497178): 0
[DEBUG] [2024-09-08 14:26:15,957]: State: 8 - byte received (at 1725769575.9497178): 0
[DEBUG] [2024-09-08 14:26:15,958]: State: 8 - byte received (at 1725769575.9497178): 0
[DEBUG] [2024-09-08 14:26:15,958]: State: 9 - byte received (at 1725769575.9497178): 56
[DEBUG] [2024-09-08 14:26:15,958]: Message received (length 22) - Code 101
[DEBUG] [2024-09-08 14:26:15,959]: RAW message sent: bytearray(b'$M<\x00\x96\x96')
[DEBUG] [2024-09-08 14:26:15,969]: State: 0 - byte received (at 1725769575.9698193): 36
[DEBUG] [2024-09-08 14:26:15,970]: State: 1 - byte received (at 1725769575.9698193): 77
[DEBUG] [2024-09-08 14:26:15,970]: State: 2 - byte received (at 1725769575.9698193): 62
[DEBUG] [2024-09-08 14:26:15,970]: State: 3 - byte received (at 1725769575.9698193): 22
[DEBUG] [2024-09-08 14:26:15,971]: State: 4 - byte received (at 1725769575.9698193): 150
[DEBUG] [2024-09-08 14:26:15,971]: State: 7 - byte received (at 1725769575.9698193): 125
[DEBUG] [2024-09-08 14:26:15,971]: State: 8 - byte received (at 1725769575.9698193): 0
[DEBUG] [2024-09-08 14:26:15,971]: State: 8 - byte received (at 1725769575.9698193): 0
[DEBUG] [2024-09-08 14:26:15,972]: State: 8 - byte received (at 1725769575.9698193): 0
[DEBUG] [2024-09-08 14:26:15,972]: State: 8 - byte received (at 1725769575.9698193): 35
[DEBUG] [2024-09-08 14:26:15,972]: State: 8 - byte received (at 1725769575.9698193): 0
[DEBUG] [2024-09-08 14:26:15,972]: State: 8 - byte received (at 1725769575.9698193): 0
[DEBUG] [2024-09-08 14:26:15,972]: State: 8 - byte received (at 1725769575.9698193): 0
[DEBUG] [2024-09-08 14:26:15,973]: State: 8 - byte received (at 1725769575.9698193): 0
[DEBUG] [2024-09-08 14:26:15,973]: State: 8 - byte received (at 1725769575.9698193): 0
[DEBUG] [2024-09-08 14:26:15,973]: State: 8 - byte received (at 1725769575.9698193): 0
[DEBUG] [2024-09-08 14:26:15,973]: State: 8 - byte received (at 1725769575.9698193): 10
[DEBUG] [2024-09-08 14:26:15,973]: State: 8 - byte received (at 1725769575.9698193): 0
[DEBUG] [2024-09-08 14:26:15,974]: State: 8 - byte received (at 1725769575.9698193): 3
[DEBUG] [2024-09-08 14:26:15,974]: State: 8 - byte received (at 1725769575.9698193): 0
[DEBUG] [2024-09-08 14:26:15,974]: State: 8 - byte received (at 1725769575.9698193): 0
[DEBUG] [2024-09-08 14:26:15,974]: State: 8 - byte received (at 1725769575.9698193): 24
[DEBUG] [2024-09-08 14:26:15,974]: State: 8 - byte received (at 1725769575.9698193): 4
[DEBUG] [2024-09-08 14:26:15,975]: State: 8 - byte received (at 1725769575.9698193): 1
[DEBUG] [2024-09-08 14:26:15,975]: State: 8 - byte received (at 1725769575.9698193): 0
[DEBUG] [2024-09-08 14:26:15,975]: State: 8 - byte received (at 1725769575.9698193): 0
[DEBUG] [2024-09-08 14:26:15,975]: State: 8 - byte received (at 1725769575.9698193): 0
[DEBUG] [2024-09-08 14:26:15,976]: State: 9 - byte received (at 1725769575.9698193): 202
[DEBUG] [2024-09-08 14:26:15,976]: Message received (length 22) - Code 150
[DEBUG] [2024-09-08 14:28:50,649]: RAW message sent: bytearray(b'$M<\x00\x01\x01')
[DEBUG] [2024-09-08 14:28:50,662]: State: 0 - byte received (at 1725769730.662411): 36
[DEBUG] [2024-09-08 14:28:50,663]: State: 1 - byte received (at 1725769730.662411): 77
[DEBUG] [2024-09-08 14:28:50,663]: State: 2 - byte received (at 1725769730.662411): 62
[DEBUG] [2024-09-08 14:28:50,663]: State: 3 - byte received (at 1725769730.662411): 3
[DEBUG] [2024-09-08 14:28:50,664]: State: 4 - byte received (at 1725769730.662411): 1
[DEBUG] [2024-09-08 14:28:50,664]: State: 7 - byte received (at 1725769730.662411): 0
[DEBUG] [2024-09-08 14:28:50,665]: State: 8 - byte received (at 1725769730.662411): 1
[DEBUG] [2024-09-08 14:28:50,665]: State: 8 - byte received (at 1725769730.662411): 42
[DEBUG] [2024-09-08 14:28:50,665]: State: 9 - byte received (at 1725769730.662411): 41
[DEBUG] [2024-09-08 14:28:50,666]: Message received (length 3) - Code 1
[DEBUG] [2024-09-08 14:28:50,666]: RAW message sent: bytearray(b'$M<\x00\x02\x02')
[DEBUG] [2024-09-08 14:28:50,672]: State: 0 - byte received (at 1725769730.6724334): 36
[DEBUG] [2024-09-08 14:28:50,672]: State: 1 - byte received (at 1725769730.6724334): 77
[DEBUG] [2024-09-08 14:28:50,673]: State: 2 - byte received (at 1725769730.6724334): 62
[DEBUG] [2024-09-08 14:28:50,673]: State: 3 - byte received (at 1725769730.6724334): 4
[DEBUG] [2024-09-08 14:28:50,674]: State: 4 - byte received (at 1725769730.6724334): 2
[DEBUG] [2024-09-08 14:28:50,674]: State: 7 - byte received (at 1725769730.6724334): 66
[DEBUG] [2024-09-08 14:28:50,675]: State: 8 - byte received (at 1725769730.6724334): 84
[DEBUG] [2024-09-08 14:28:50,675]: State: 8 - byte received (at 1725769730.6724334): 70
[DEBUG] [2024-09-08 14:28:50,675]: State: 8 - byte received (at 1725769730.6724334): 76
[DEBUG] [2024-09-08 14:28:50,675]: State: 9 - byte received (at 1725769730.6724334): 26
[DEBUG] [2024-09-08 14:28:50,675]: Message received (length 4) - Code 2
[DEBUG] [2024-09-08 14:28:50,676]: RAW message sent: bytearray(b'$M<\x00\x03\x03')
[DEBUG] [2024-09-08 14:28:50,682]: State: 0 - byte received (at 1725769730.6822412): 36
[DEBUG] [2024-09-08 14:28:50,682]: State: 1 - byte received (at 1725769730.6822412): 77
[DEBUG] [2024-09-08 14:28:50,682]: State: 2 - byte received (at 1725769730.6822412): 62
[DEBUG] [2024-09-08 14:28:50,683]: State: 3 - byte received (at 1725769730.6822412): 3
[DEBUG] [2024-09-08 14:28:50,683]: State: 4 - byte received (at 1725769730.6822412): 3
